"","HUC12","Name","DA_km2","TotDA_km2","Percent_PA","Amblema_elliottii_rep001","Amblema_elliottii_rep002","Amblema_elliottii_rep003","Campeloma_regulare_rep001","Campeloma_regulare_rep002","Campeloma_regulare_rep003","Cyprinella_caerulea_rep001","Cyprinella_caerulea_rep002","Cyprinella_caerulea_rep003","Elliptio_arca_rep001","Elliptio_arca_rep002","Elliptio_arca_rep003","Elliptio_arctata_rep001","Elliptio_arctata_rep002","Elliptio_arctata_rep003","Etheostoma_brevirostrum_rep001","Etheostoma_brevirostrum_rep002","Etheostoma_brevirostrum_rep003","Etheostoma_ditrema_rep001","Etheostoma_ditrema_rep002","Etheostoma_ditrema_rep003","Etheostoma_etowahae_rep001","Etheostoma_etowahae_rep002","Etheostoma_etowahae_rep003","Etheostoma_rupestre_rep001","Etheostoma_rupestre_rep002","Etheostoma_rupestre_rep003","Etheostoma_scotti_rep001","Etheostoma_scotti_rep002","Etheostoma_scotti_rep003","Etheostoma_trisella_rep001","Etheostoma_trisella_rep002","Etheostoma_trisella_rep003","Hamiota_altilis_rep001","Hamiota_altilis_rep002","Hamiota_altilis_rep003","Hybopsis_lineapunctata_rep001","Hybopsis_lineapunctata_rep002","Hybopsis_lineapunctata_rep003","Lampetra_aepyptera_rep001","Lampetra_aepyptera_rep002","Lampetra_aepyptera_rep003","Lythrurus_lirus_rep001","Lythrurus_lirus_rep002","Lythrurus_lirus_rep003","Macrhybopsis_etnieri_rep001","Macrhybopsis_etnieri_rep002","Macrhybopsis_etnieri_rep003","Macrhybopsis_storeriana_rep001","Macrhybopsis_storeriana_rep002","Macrhybopsis_storeriana_rep003","Moxostoma_carinatum_rep001","Moxostoma_carinatum_rep002","Moxostoma_carinatum_rep003","Notropis_asperifrons_rep001","Notropis_asperifrons_rep002","Notropis_asperifrons_rep003","Noturus_munitus_rep001","Noturus_munitus_rep002","Noturus_munitus_rep003","Percina_antesella_rep001","Percina_antesella_rep002","Percina_antesella_rep003","Pleurobema_georgianum_rep001","Pleurobema_georgianum_rep002","Pleurobema_georgianum_rep003","Cambarus_conasaugaensis_rep001","Cambarus_conasaugaensis_rep002","Cambarus_conasaugaensis_rep003","Cambarus_coosawattae_rep001","Cambarus_coosawattae_rep002","Cambarus_coosawattae_rep003","Cambarus_fasciatus_rep001","Cambarus_fasciatus_rep002","Cambarus_fasciatus_rep003","Cambarus_speciosus_rep001","Cambarus_speciosus_rep002","Cambarus_speciosus_rep003","Lampsilis_straminea_rep001","Lampsilis_straminea_rep002","Lampsilis_straminea_rep003","Quadrula_rumphiana_rep001","Quadrula_rumphiana_rep002","Quadrula_rumphiana_rep003","Pleurobema_decisum_rep001","Pleurobema_decisum_rep002","Pleurobema_decisum_rep003","Villosa_vanuxemensis_rep001","Villosa_vanuxemensis_rep002","Villosa_vanuxemensis_rep003","Elimia_caelatura_rep001","Elimia_caelatura_rep002","Elimia_caelatura_rep003","Acipenser_fulvescens_rep001","Acipenser_fulvescens_rep002","Acipenser_fulvescens_rep003","Cambarus_cymatilis_rep001","Cambarus_cymatilis_rep002","Cambarus_cymatilis_rep003","Cambarus_manningi_rep001","Cambarus_manningi_rep002","Cambarus_manningi_rep003","Cambarus_stockeri_rep001","Cambarus_stockeri_rep002","Cambarus_stockeri_rep003","Percina_aurolineata_rep001","Percina_aurolineata_rep002","Percina_aurolineata_rep003","Cyclonaias_asperata_rep001","Cyclonaias_asperata_rep002","Cyclonaias_asperata_rep003","Cyclonaias_kieneriana_rep001","Cyclonaias_kieneriana_rep002","Cyclonaias_kieneriana_rep003","Elimia_ornata_rep001","Elimia_ornata_rep002","Elimia_ornata_rep003","Epioblasma_metastriata_rep001","Epioblasma_metastriata_rep002","Epioblasma_metastriata_rep003","Epioblasma_othcaloogensis_rep001","Epioblasma_othcaloogensis_rep002","Epioblasma_othcaloogensis_rep003","Epioblasma_penita_rep001","Epioblasma_penita_rep002","Epioblasma_penita_rep003","Hiodon_tergisus_rep001","Hiodon_tergisus_rep002","Hiodon_tergisus_rep003","Lasmigona_etowaensis_rep001","Lasmigona_etowaensis_rep002","Lasmigona_etowaensis_rep003","Leptoxis_foremani_rep001","Leptoxis_foremani_rep002","Leptoxis_foremani_rep003","Lioplax_cyclostomaformis_rep001","Lioplax_cyclostomaformis_rep002","Lioplax_cyclostomaformis_rep003","Medionidus_acutissimus_rep001","Medionidus_acutissimus_rep002","Medionidus_acutissimus_rep003","Medionidus_parvulus_rep001","Medionidus_parvulus_rep002","Medionidus_parvulus_rep003","Percina_kusha_rep001","Percina_kusha_rep002","Percina_kusha_rep003","Percina_lenticula_rep001","Percina_lenticula_rep002","Percina_lenticula_rep003","Percina_jenkinsi_rep001","Percina_jenkinsi_rep002","Percina_jenkinsi_rep003","Villosa_nebulosa_rep001","Villosa_nebulosa_rep002","Villosa_nebulosa_rep003","Percina_shumardi_rep001","Percina_shumardi_rep002","Percina_shumardi_rep003","Pleurobema_hanleyianum_rep001","Pleurobema_hanleyianum_rep002","Pleurobema_hanleyianum_rep003","Pleurobema_hartmanianum_rep001","Pleurobema_hartmanianum_rep002","Pleurobema_hartmanianum_rep003","Pleurocera_pyrenella_rep001","Pleurocera_pyrenella_rep002","Pleurocera_pyrenella_rep003","Pleurocera_showalteri_rep001","Pleurocera_showalteri_rep002","Pleurocera_showalteri_rep003","Pleurocera_vestita_rep001","Pleurocera_vestita_rep002","Pleurocera_vestita_rep003","Potamilus_purpuratus_rep001","Potamilus_purpuratus_rep002","Potamilus_purpuratus_rep003","Pseudodontoideus_connasaugaensis_rep001","Pseudodontoideus_connasaugaensis_rep002","Pseudodontoideus_connasaugaensis_rep003","Ptychobranchus_foremanianus_rep001","Ptychobranchus_foremanianus_rep002","Ptychobranchus_foremanianus_rep003","Villosa_umbrans_rep001","Villosa_umbrans_rep002","Villosa_umbrans_rep003","Etheostoma_brevirostrum_Etowah_rep001","Etheostoma_brevirostrum_Etowah_rep002","Etheostoma_brevirostrum_Etowah_rep003","Percina_kusha_Etowah_rep001","Percina_kusha_Etowah_rep002","Percina_kusha_Etowah_rep003","Percina_antesella_Etowah_rep001","Percina_antesella_Etowah_rep002","Percina_antesella_Etowah_rep003","Noturus_munitus_Etowah_rep001","Noturus_munitus_Etowah_rep002","Noturus_munitus_Etowah_rep003","Percina_lenticula_Etowah_rep001","Percina_lenticula_Etowah_rep002","Percina_lenticula_Etowah_rep003"
"123","031501040306","Board Tree Creek-Etowah River",74.39747424,1039.3677,0.089190030422,0,0,0,0,0.14,1,0,0,0,0,0.62,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.8e-12,2.1e-15,0,1.2e-06,2.2e-08,0,2.7e-09,0.003,1,1,1,0,4.3e-16,8.7e-15,0,1.8e-47,4.1e-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-06,2.3e-20,0,1.8e-18,1e-13,1,1,1,1,1,1,1,1,1
"124","031501040401","Hinton Creek-Long Swamp Creek",56.24730714,28.6155,0.0764519559143,0,0,0,0,0.0078,0.95,0,0,0,0,0.0016,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,1.5e-17,0.0043,1,1,1,0,0,0,0,0,0,0,3.4e-08,0.53,0,6.1e-07,0.037,0,9.8e-08,0.12,0,2.4e-16,0.52,0,1.9e-08,0.014,0,2.1e-10,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,1.8e-05,1,1,1,0,1.6e-250,0.93,0,8.2e-07,0.047,0,5.2e-19,1
"125","031501040402","Cox Creek-Long Swamp Creek",20.2545343,67.9023,0.0048160050215,0,0,0,0,0.02,0.98,0,0,0,0,0.00043,0.83,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.7e-06,0.91,0,3.3e-06,0.15,0,3.5e-07,0.35,0,8.4e-06,0.49,0,1.7e-06,0.21,0,1.5e-08,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9e-08,0.018,1,1,1,0,4.5e-07,1,0,9.9e-06,0.14,0,1.6e-13,1
"126","031501040403","East Branch Long Swamp Creek",76.6677627,152.9577,0.0393533252443,0,0,0,0,0.034,0.99,0,0,0,0,0.0011,0.93,0,0,0,0,0,0,0,0,0,1,1,1,0,1.4e-07,0.0054,1,1,1,0,0,0,0,0,0,0,6.4e-06,0.54,0,6.1e-06,0.032,0,1.4e-08,0.017,0,3.1e-05,0.0056,0,4.8e-06,0.25,0,4.1e-10,4.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,4.8e-09,1,1,1,0,2.1e-05,1,0,2.2e-07,0.0017,0,2.2e-07,1
"127","031501040404","Fourmile Creek-Long Swamp Creek",46.15848516,198.9882,0.00560027324494,0,0,0,0,0.043,0.99,0,0,0,0,0.0025,0.96,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.6e-07,0.038,0,6.6e-07,0.0014,0,5.6e-09,0.011,1,1,1,0,4e-07,0.018,0,2.2e-14,8.2e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-09,3.4e-13,0,7.3e-06,0.022,0,5.1e-07,0.5,0,1.2e-17,3.1e-06,0,2.1e-06,1
"128","031501040501","Town Creek",30.39596546,30.3408,0.00542566714726,0,0,0,0,0.006,0.92,0,0,0,0,0.00098,0.92,0,0,0,0,0,0,0,0,0,0,0.18,1,0,2.9e-07,0.2,1,1,1,0,0,0,0,0,0,0,1.7e-05,0.97,0,1e-04,0.72,0,3.6e-06,0.73,0,0.00074,1,0,1.4e-05,0.26,0,0.00021,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.99,0,6.4e-05,0.88,0,6.5e-08,1,0,0.0011,0.93,0,1.6e-16,1
"129","031501040502","Upper Sharp Mountain Creek",49.87350264,80.1765,0.00597712987897,0,0,0,0,0.0079,0.93,0,0,0,0,0.0013,0.94,0,0,0,0,0,0,0,0,0,0,3e-04,8.1e-06,0,1.8e-09,0.048,1,1,1,0,0,0,0,0,0,0,5.8e-06,0.29,0,2.4e-07,0.0068,0,4.2e-08,0.063,0,5.2e-11,0.0014,0,5.5e-07,0.13,0,3.2e-10,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7e-05,6.1e-08,0,4.8e-06,0.33,0,2.1e-08,0.68,0,3.9e-16,5.3e-05,0,7.9e-11,1
"130","031501040503","Rock Creek",23.96955178,23.9202,0,0,0,0,0,0.003,0.87,0,0,0,0,0.0021,0.95,0,0,0,0,0,0,0,0,0,0,1.6e-06,0.041,0,9.6e-18,0.0053,1,1,1,0,0,0,0,0,0,0,2.1e-08,0.74,0,2.8e-06,0.17,0,2e-07,0.27,0,5.7e-19,0.75,0,5.1e-08,0.019,0,2.4e-09,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4e-05,0.013,0,4.5e-06,0.65,0,0,0.97,0,2.1e-09,0.27,0,6.3e-18,1
"131","031501040504","Soap Creek",33.12759596,33.0327,0.00287937470242,0,0,0,0,0.015,0.97,0,0,0,0,0.00073,0.9,0,0,0,0,0,0,0,0,0,1,1,1,0,2.3e-08,0.21,1,1,1,0,0,0,0,0,0,0,5.8e-06,0.59,0,2e-06,0.052,0,1.5e-07,0.15,0,4.2e-06,0.085,0,4.1e-06,0.29,0,5.2e-12,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-08,2.4e-05,0,4.4e-06,0.64,0,4.8e-05,1,0,4.3e-07,0.01,0,2.5e-19,1
"132","031501040505","Middle Sharp Mountain Creek",23.0468677,127.1187,0.000683701482081,0,0,0,0,0.054,0.99,0,0,0,0,0.0012,0.94,0,0,0,0,0,0,0,0,0,0,0.55,1,0,1.8e-05,0.91,0,0.32,0.96,0,0,0,0,0,0,0,1e-04,1,0,3.6e-05,0.64,0,7.6e-06,0.84,0,0.055,1,0,0.00013,0.8,0,0.0011,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.99,0,2e-04,0.96,0,0.00061,1,0,0.0027,0.95,0,1.1e-07,1
"133","031501040506","Lower Sharp Mountain Creek",35.2886192,195.3828,0,0,0,0,0,0.055,0.99,0,0,0,0,0.0018,0.96,0,0,0,0,0,0,0,0,0,0,3e-04,5.4e-07,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1.5e-07,0.0035,0,1e-08,0.032,1,1,1,0,3.8e-07,0.012,0,1.6e-13,1.1e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2e-08,7.4e-08,0,2.8e-06,0.2,1,1,1,1,1,1,0,1.4e-05,1
"134","031501040601","Smithwick Creek-Etowah River",68.18554414,1306.4373,0.066704721365,0,0,0,1,1,1,0,0,0,0,0.73,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5e-07,0.0043,0,4.9e-06,0.0018,0,4.5e-09,0.027,1,1,1,0,6.5e-06,0.0017,0,1.2e-10,1.2e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-05,0.0034,0,6.2e-06,0.32,1,1,1,1,1,1,1,1,1
"135","031501040602","Riggin Creek-Etowah River",35.32099408,1531.7127,0.0568018436495,0,0,0,0,0.082,1,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,7.8e-07,0.013,0,8e-10,0.026,1,1,1,0,5.9e-07,0.00079,0,8.6e-16,8e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-08,0.00012,0,6.7e-07,0.022,1,1,1,1,1,1,1,1,1
"136","031501040603","Hickory Log Creek",54.3493298,1591.272,0.00972782257378,0,0,0,0,0.08,1,0,0,0,0,0.78,1,0,0,0,0,0,0,0,0,0,0,7.1e-12,6.4e-11,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2.8e-19,5.4e-06,0,2.1e-09,0.025,1,1,1,0,9e-07,0.00029,0,8.6e-15,7.3e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1e-05,9.6e-05,0,6.4e-07,0.03,1,1,1,1,1,1,1,1,1
"137","031501040604","Canton Creek",53.81514428,53.7165,0.00215375377964,0,0,0,0,0.023,0.91,0,0,0,0,0.00048,0.83,0,0,0,0,0,0,0,0,0,0,5.5e-08,0.0025,0,5.2e-06,0.39,1,1,1,0,0,0,0,0,0,0,1e-05,0.35,0,6.9e-12,0.00066,0,5e-09,0.039,0,1.2e-19,8.6e-05,0,2.4e-07,0.0092,0,1.9e-14,2.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7e-06,0.064,0,4.7e-05,0.87,0,5.3e-07,0.068,0,2.2e-06,0.00024,0,3.7e-14,1
"138","031501040605","Jug Creek-Etowah River",38.35613908,1683.5769,0.22252800354,0,0,0,0,0.12,1,0,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,0.00084,0.35,1,1,1,1,1,1,0,0,0,0,0,0,0,3.3e-06,0.073,0,2.7e-05,0.014,0,8.5e-08,0.18,1,1,1,0,9.8e-05,0.058,0,2.1e-09,9.1e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1e-06,5e-04,0,3.9e-05,0.4,1,1,1,1,1,1,1,1,1
"139","031501040701","Upper Shoal Creek",76.03240568,75.9852,0.053494722247,0,0,0,0,0.023,0.98,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.6e-10,4.6e-12,0,5.5e-17,1.3e-07,1,1,1,0,0,0,1,1,1,0,2e-08,0.0058,0,1.2e-05,0.013,0,5.4e-10,0.0022,0,2.1e-16,4.8e-11,0,6.4e-09,0.0035,0,3.1e-19,8.5e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.00092,1.7e-12,0,6.9e-05,0.062,0,1.8e-10,0.012,0,1.3e-12,1.5e-05,0,5.4e-13,1
"140","031501040702","McCanless Creek",22.8849933,22.851,6.20051097956e-05,0,0,0,0,0.0056,0.88,0,0,0,0,0.00027,0.73,0,0,0,0,0,0,0,0,0,0,2.7e-20,6.8e-06,0,2e-11,0.026,1,1,1,0,0,0,0,0,0,0,2.7e-07,0.24,0,1.5e-08,0.0059,0,6.2e-09,0.037,0,3e-17,0.00018,0,1.6e-07,0.06,0,1.9e-14,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-11,3.9e-06,0,3.3e-08,0.32,0,2e-07,0.96,0,1.8e-09,0.0013,0,1.2e-19,1
"141","031501040703","Lake Arrowhead",25.33739046,25.2972,0.00622337013716,0,0,0,0,0.0043,0.82,0,0,0,0,0.0017,0.95,0,0,0,0,0,0,0,0,0,0,0.17,1,0,6.3e-06,0.79,1,1,1,0,0,0,0,0,0,0,0.00013,0.99,0,0.00016,0.81,0,5e-06,0.77,0,0.0015,1,0,5.6e-05,0.64,0,0.00012,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.99,0,0.00043,0.98,0,0.00056,1,0,0.00085,0.93,0,1.1e-16,1
"142","031501040704","Lower Shoal Creek",51.44773118,175.5063,0.0823577854381,0,0,0,0,0.064,0.99,0,0,0,0,0.0035,0.98,0,0,0,0,0,0,0,0,0,0,0.00019,8.7e-06,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1.3e-05,0.007,0,4.4e-08,0.061,1,1,1,0,6.1e-06,0.032,0,2.1e-12,9.5e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3e-06,7.3e-07,0,2.8e-05,0.24,1,1,1,0,9.4e-16,3.9e-05,0,1.5e-06,1
