"","HUC12","Name","DA_km2","TotDA_km2","Percent_PA","Amblema_elliottii_rep001","Amblema_elliottii_rep002","Amblema_elliottii_rep003","Campeloma_regulare_rep001","Campeloma_regulare_rep002","Campeloma_regulare_rep003","Cyprinella_caerulea_rep001","Cyprinella_caerulea_rep002","Cyprinella_caerulea_rep003","Elliptio_arca_rep001","Elliptio_arca_rep002","Elliptio_arca_rep003","Elliptio_arctata_rep001","Elliptio_arctata_rep002","Elliptio_arctata_rep003","Etheostoma_brevirostrum_rep001","Etheostoma_brevirostrum_rep002","Etheostoma_brevirostrum_rep003","Etheostoma_ditrema_rep001","Etheostoma_ditrema_rep002","Etheostoma_ditrema_rep003","Etheostoma_etowahae_rep001","Etheostoma_etowahae_rep002","Etheostoma_etowahae_rep003","Etheostoma_rupestre_rep001","Etheostoma_rupestre_rep002","Etheostoma_rupestre_rep003","Etheostoma_scotti_rep001","Etheostoma_scotti_rep002","Etheostoma_scotti_rep003","Etheostoma_trisella_rep001","Etheostoma_trisella_rep002","Etheostoma_trisella_rep003","Hamiota_altilis_rep001","Hamiota_altilis_rep002","Hamiota_altilis_rep003","Hybopsis_lineapunctata_rep001","Hybopsis_lineapunctata_rep002","Hybopsis_lineapunctata_rep003","Lampetra_aepyptera_rep001","Lampetra_aepyptera_rep002","Lampetra_aepyptera_rep003","Lythrurus_lirus_rep001","Lythrurus_lirus_rep002","Lythrurus_lirus_rep003","Macrhybopsis_etnieri_rep001","Macrhybopsis_etnieri_rep002","Macrhybopsis_etnieri_rep003","Macrhybopsis_storeriana_rep001","Macrhybopsis_storeriana_rep002","Macrhybopsis_storeriana_rep003","Moxostoma_carinatum_rep001","Moxostoma_carinatum_rep002","Moxostoma_carinatum_rep003","Notropis_asperifrons_rep001","Notropis_asperifrons_rep002","Notropis_asperifrons_rep003","Noturus_munitus_rep001","Noturus_munitus_rep002","Noturus_munitus_rep003","Percina_antesella_rep001","Percina_antesella_rep002","Percina_antesella_rep003","Pleurobema_georgianum_rep001","Pleurobema_georgianum_rep002","Pleurobema_georgianum_rep003","Cambarus_conasaugaensis_rep001","Cambarus_conasaugaensis_rep002","Cambarus_conasaugaensis_rep003","Cambarus_coosawattae_rep001","Cambarus_coosawattae_rep002","Cambarus_coosawattae_rep003","Cambarus_fasciatus_rep001","Cambarus_fasciatus_rep002","Cambarus_fasciatus_rep003","Cambarus_speciosus_rep001","Cambarus_speciosus_rep002","Cambarus_speciosus_rep003","Lampsilis_straminea_rep001","Lampsilis_straminea_rep002","Lampsilis_straminea_rep003","Quadrula_rumphiana_rep001","Quadrula_rumphiana_rep002","Quadrula_rumphiana_rep003","Pleurobema_decisum_rep001","Pleurobema_decisum_rep002","Pleurobema_decisum_rep003","Villosa_vanuxemensis_rep001","Villosa_vanuxemensis_rep002","Villosa_vanuxemensis_rep003","Elimia_caelatura_rep001","Elimia_caelatura_rep002","Elimia_caelatura_rep003","Acipenser_fulvescens_rep001","Acipenser_fulvescens_rep002","Acipenser_fulvescens_rep003","Cambarus_cymatilis_rep001","Cambarus_cymatilis_rep002","Cambarus_cymatilis_rep003","Cambarus_manningi_rep001","Cambarus_manningi_rep002","Cambarus_manningi_rep003","Cambarus_stockeri_rep001","Cambarus_stockeri_rep002","Cambarus_stockeri_rep003","Percina_aurolineata_rep001","Percina_aurolineata_rep002","Percina_aurolineata_rep003","Cyclonaias_asperata_rep001","Cyclonaias_asperata_rep002","Cyclonaias_asperata_rep003","Cyclonaias_kieneriana_rep001","Cyclonaias_kieneriana_rep002","Cyclonaias_kieneriana_rep003","Elimia_ornata_rep001","Elimia_ornata_rep002","Elimia_ornata_rep003","Epioblasma_metastriata_rep001","Epioblasma_metastriata_rep002","Epioblasma_metastriata_rep003","Epioblasma_othcaloogensis_rep001","Epioblasma_othcaloogensis_rep002","Epioblasma_othcaloogensis_rep003","Epioblasma_penita_rep001","Epioblasma_penita_rep002","Epioblasma_penita_rep003","Hiodon_tergisus_rep001","Hiodon_tergisus_rep002","Hiodon_tergisus_rep003","Lasmigona_etowaensis_rep001","Lasmigona_etowaensis_rep002","Lasmigona_etowaensis_rep003","Leptoxis_foremani_rep001","Leptoxis_foremani_rep002","Leptoxis_foremani_rep003","Lioplax_cyclostomaformis_rep001","Lioplax_cyclostomaformis_rep002","Lioplax_cyclostomaformis_rep003","Medionidus_acutissimus_rep001","Medionidus_acutissimus_rep002","Medionidus_acutissimus_rep003","Medionidus_parvulus_rep001","Medionidus_parvulus_rep002","Medionidus_parvulus_rep003","Percina_kusha_rep001","Percina_kusha_rep002","Percina_kusha_rep003","Percina_lenticula_rep001","Percina_lenticula_rep002","Percina_lenticula_rep003","Percina_jenkinsi_rep001","Percina_jenkinsi_rep002","Percina_jenkinsi_rep003","Villosa_nebulosa_rep001","Villosa_nebulosa_rep002","Villosa_nebulosa_rep003","Percina_shumardi_rep001","Percina_shumardi_rep002","Percina_shumardi_rep003","Pleurobema_hanleyianum_rep001","Pleurobema_hanleyianum_rep002","Pleurobema_hanleyianum_rep003","Pleurobema_hartmanianum_rep001","Pleurobema_hartmanianum_rep002","Pleurobema_hartmanianum_rep003","Pleurocera_pyrenella_rep001","Pleurocera_pyrenella_rep002","Pleurocera_pyrenella_rep003","Pleurocera_showalteri_rep001","Pleurocera_showalteri_rep002","Pleurocera_showalteri_rep003","Pleurocera_vestita_rep001","Pleurocera_vestita_rep002","Pleurocera_vestita_rep003","Potamilus_purpuratus_rep001","Potamilus_purpuratus_rep002","Potamilus_purpuratus_rep003","Pseudodontoideus_connasaugaensis_rep001","Pseudodontoideus_connasaugaensis_rep002","Pseudodontoideus_connasaugaensis_rep003","Ptychobranchus_foremanianus_rep001","Ptychobranchus_foremanianus_rep002","Ptychobranchus_foremanianus_rep003","Villosa_umbrans_rep001","Villosa_umbrans_rep002","Villosa_umbrans_rep003","Etheostoma_brevirostrum_Etowah_rep001","Etheostoma_brevirostrum_Etowah_rep002","Etheostoma_brevirostrum_Etowah_rep003","Percina_kusha_Etowah_rep001","Percina_kusha_Etowah_rep002","Percina_kusha_Etowah_rep003","Percina_antesella_Etowah_rep001","Percina_antesella_Etowah_rep002","Percina_antesella_Etowah_rep003","Noturus_munitus_Etowah_rep001","Noturus_munitus_Etowah_rep002","Noturus_munitus_Etowah_rep003","Percina_lenticula_Etowah_rep001","Percina_lenticula_Etowah_rep002","Percina_lenticula_Etowah_rep003"
"143","031501040801","Town of Birmingham-Little River",54.59618826,54.5058,0.0178951059676,0,0,0,0,0.014,0.95,0,0,0,0,0.00045,0.6,0,0,0,0,0,0,0,0,0,0,0.031,0.98,0,3.1e-07,0.39,1,1,1,0,0,0,0,0,0,0,1.9e-05,0.96,0,3.7e-06,0.22,0,2.2e-06,0.66,0,2.2e-05,0.99,0,1.9e-05,0.48,0,1e-06,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0.81,0,7.4e-05,0.91,0,2.1e-05,1,0,0.00018,0.42,0,4.5e-14,1
"144","031501040802","Chicken Creek",62.6049242,62.5221,0.000884215943009,0,0,0,0,0.015,0.86,0,0,0,0,0.00034,0.68,0,0,0,0,0,0,0,0,0,0,2.7e-06,0.74,0,1.5e-06,0.52,1,1,1,0,0,0,0,0,0,0,4e-05,0.96,0,2.4e-08,0.15,0,2.7e-07,0.37,0,1.2e-21,0.83,0,1.1e-05,0.32,0,2.7e-07,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.81,0,1.6e-05,0.71,0,9.4e-06,1,0,6.6e-05,0.57,0,5.1e-12,1
"145","031501040803","Copper Sandy Creek",49.37573886,163.5795,0.0119034698618,0,0,0,0,0.041,0.98,0,0,0,0,0.00087,0.81,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0,2.7e-06,0.45,0,0.31,0.24,0,0,0,0,0,0,0,3e-05,0.92,0,4.7e-05,0.55,0,2.7e-07,0.33,0,3.6e-06,0.95,0,3.5e-05,0.44,0,2.7e-06,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.64,0,1e-04,0.93,0,0.00016,1,0,2.8e-06,0.37,0,3e-05,1
"146","031501040804","Rocky Creek-Little River",60.83239952,227.1006,0.0378142353691,0,0,0,0,0.044,0.97,0,0,0,0,0.0023,0.77,0,0,0,0,0,0,0,0,0,0,9.6e-05,0.2,0,7.6e-06,0.014,1,1,1,0,0,0,0,0,0,0,2.7e-05,0.92,0,0.00011,0.74,0,8.7e-08,0.21,0,9.4e-15,0.91,0,2.2e-05,0.36,0,3e-07,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.15,0,0.00011,0.89,0,8.5e-07,1,0,0.0023,0.95,0,0.0018,1
"147","031501040805","Avery Creek-Mill Creek",95.50994286,95.3604,0.0189957681485,0,0,0,0,0.043,0.96,0,0,0,0,0.00033,0.74,0,0,0,0,0,0,0,0,0,0,2e-04,0.02,0,8.4e-07,0.12,0,0.11,0.00047,0,0,0,0,0,0,0,9.1e-06,0.61,0,2.8e-08,0.03,0,3.3e-09,0.057,0,2e-21,0.0013,0,2.6e-06,0.072,0,1.7e-10,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0.64,0,2.3e-06,0.26,0,2.5e-06,1,0,7.2e-06,0.024,0,9.7e-09,1
"148","031501040806","Rubes Creek",39.14527678,39.0987,0.0694426662569,0,0,0,0,0.016,0.68,0,0,0,0,0.00039,0.45,0,0,0,0,0,0,0,0,0,0,2.2e-06,0.34,0,1.3e-06,0.27,0,0.019,0.086,0,0,0,0,0,0,0,0.0012,0.91,0,7.5e-41,0.0014,0,9.2e-08,0.2,0,4.5e-25,0.88,0,8.3e-05,0.3,0,5.9e-09,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.1,0,4.2e-05,0.79,0,0.00046,1,0,0.00016,0.65,0,3.1e-18,1
"149","031501040807","Upper Noonday Creek",56.44155642,46.4553,0.037488571925,0,0,0,0,0.022,0.62,0,0,0,0,0.00043,0.34,0,0,0,0,0,0,0,0,0,0,8.8e-05,0.65,0,4e-06,0.32,0,0.37,0.32,0,0,0,0,0,0,0,1.6e-05,0.87,0,3.2e-130,1.7e-11,0,3.4e-08,0.15,0,4e-51,0.76,0,5.7e-05,0.33,0,2.1e-08,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.95,0,2e-05,0.26,0,1.2e-06,1,0,0.00016,0.42,0,2.1e-13,1
"150","031501040808","Lower Noonday Creek",74.46627086,128.709,0.0550078195777,0,0,0,0,0.057,0.93,0,0,0,0,0.00076,0.5,0,0,0,0,0,0,0,0,0,0,0.0014,0.95,0,6.3e-07,0.052,0,0.24,0.15,0,0,0,0,0,0,0,8.2e-06,0.8,0,4.7e-186,1.2e-09,0,1.8e-08,0.11,0,3.3e-11,0.96,0,5.9e-05,0.35,0,7.4e-08,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.81,0,2.1e-05,0.44,0,9.1e-06,1,0,0.00054,0.61,0,1.9e-05,1
"151","031501040809","Little River-Lake Allatoona",65.17872716,557.3142,0.210370211275,0,0,0,0,0.09,0.98,0,0,0,0,0.072,0.99,0,0,0,0,0,0,0,0,0,0,0.00065,0.056,0,0.00013,0.3,1,1,1,0,0,0,0,0,0,1,1,1,0,2.4e-55,0.00013,0,1.3e-08,0.084,0,2.9e-11,0.91,0,0.0017,0.63,0,8.6e-05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.023,0,4.7e-06,0.57,0,0.00072,1,0,6.7e-05,0.043,0,0.59,1
"152","031501040901","Little Alatoona Creek",81.91249326,146.9016,0.133128116899,0,0,0,0,0.035,0.95,0,0,0,0,0.00033,0.51,0,0,0,0,0,0,0,0,0,0,0.042,0.92,0,5.2e-09,0.06,1,1,1,0,0,0,0,0,0,0,3.1e-05,0.39,0,5.5e-29,0.0016,0,1.1e-08,0.08,0,6e-05,0.35,0,1.7e-05,0.076,0,6.9e-10,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-05,0.059,0,9.2e-06,0.37,0,0.00013,0.99,0,2e-04,0.21,0,4.2e-10,1
"153","031501040902","Butler Creek",52.71439836,29.889,0.103050087959,0,0,0,0,0.0098,0.76,0,0,0,0,0.00038,0.32,0,0,0,0,0,0,0,0,0,0,0.081,0.016,0,1.6e-05,0.19,1,1,1,0,0,0,0,0,0,0,1.8e-05,0.23,0,0,4.2e-67,0,2e-08,0.095,0,3.1e-24,0.14,0,1.7e-06,0.027,0,2.9e-13,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,8.1e-05,0,8e-05,0.25,0,4.2e-07,0.79,0,1.8e-07,0.0018,0,2.1e-20,1
"154","031501040903","Clark Creek",41.78787636,29.8116,0.183083909374,0,0,0,0,0.013,0.81,0,0,0,0,0.00035,0.64,0,0,0,0,0,0,0,0,0,0,0.084,1,0,1.9e-05,0.89,1,1,1,0,0,0,0,0,0,0,0.00013,0.98,0,7.3e-05,0.64,0,8.6e-07,0.42,0,0.00013,1,0,6.8e-05,0.52,0,7e-06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.94,0,3.4e-05,0.75,0,0.00038,1,0,0.00041,0.8,0,3.7e-17,1
"155","031501040904","Allatoona Creek-Lake Allatoona",33.20853316,209.1429,0.712834003708,0,0,0,0,0.057,0.95,0,0,0,0,0.0026,0.73,0,0,0,0,0,0,0,0,0,0,0.71,1,0,1.8e-05,0.9,0,0.25,0.96,0,0,0,0,0,0,0,0.00018,1,0,1.9e-05,0.34,0,1.9e-06,0.57,0,0.025,1,0,0.00055,0.93,0,0.0014,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,1,0,6.5e-05,0.83,0,0.0089,1,0,3.9e-05,0.31,0,0.0012,1
"156","031501041001","Etowah River-Lake Allatoona",55.1991704,1914.7401,0.319655426896,0,0,0,0,0.13,1,0,0,0,0,0.94,1,0,0,0,0,0,0,0,0,0,0,0.19,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1.5e-05,0.023,0,3e-06,0.66,0,0.47,1,0,0.0018,0.23,0,0.0083,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.016,0,0.00021,0.69,0,0.11,0.25,0,0.015,0.24,0,0.12,1
"157","031501041002","Stamp Creek",83.33698798,83.5398,0.562881612639,0,0,0,0,0.023,0.98,0,0,0,0,0.0021,0.95,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.1e-09,0.00049,0,4.2e-06,4.8e-05,1,1,1,0,2.4e-11,4.2e-12,0,3e-07,0.0013,0,4.2e-17,3.2e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-11,7.1e-16,0,5.1e-07,0.0022,0,2.2e-07,0.00016,0,2.1e-08,4.6e-06,0,1e-11,1
"158","031501041003","McKaskey Creek",37.1704091,37.2015,0.142449652214,0,0,0,0,0.019,0.94,0,0,0,0,0.00062,0.88,0,0,0,0,0,0,0,0,0,0,0.013,0.99,0,4e-07,0.41,0,0.096,0.002,0,0,0,0,0,0,0,2e-05,0.86,0,6.5e-05,0.28,0,7.3e-07,0.38,0,0.00086,1,0,4.1e-05,0.37,0,3.9e-08,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0.14,0,4.6e-06,0.57,0,0.00047,1,0,3.6e-06,0.16,0,3.6e-19,1
"159","031501041004","Lake Allatoona",98.23347964,2898.5661,0.518613981347,0,0,0,0,0.089,0.99,0,0,0,0,0.87,1,0,0,0,0,0,0,0,0,0,0,0.17,1,0,0.0066,1,1,1,1,0,0,0,0,0,0,0,9.7e-05,0.98,0,0.00019,0.66,0,2.1e-06,0.6,0,0.41,1,0,0.01,0.98,0,0.019,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.97,0,0.00052,0.98,0,0.15,1,0,0.022,0.97,0,0.6,1
"160","031501041101","Little Pumpkinvine Creek-Pumpkinvine Creek",81.66158794,45.9,0.379182222394,0,0,0,0,0.013,0.97,0,0,0,0,0.00041,0.83,0,0,0,0,0,0,0,0,0,0,0.0022,7.5e-05,0,1.7e-09,0.011,1,1,1,0,0,0,0,0,0,1,1,1,0,2.5e-07,0.0037,0,1.5e-07,0.089,0,6.2e-06,0.00068,0,6.1e-06,0.1,0,2.7e-12,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e-06,3e-08,0,4.9e-06,0.22,0,6.5e-05,0.84,0,7.3e-08,0.00038,0,2.1e-20,1
"161","031501041102","Lane Creek-Pumpkinvine Creek",53.66945732,135.9072,0.179206354043,0,0,0,0,0.025,0.98,0,0,0,0,0.00047,0.78,0,0,0,0,0,0,0,0,0,0,0.0028,0.068,0,3e-06,0.026,1,1,1,0,0,0,0,0,0,1,1,1,0,6.4e-05,0.46,0,3e-07,0.28,0,7.8e-07,0.47,0,2.8e-05,0.27,0,6.1e-08,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2e-06,0.0016,0,9.3e-05,0.82,0,5.5e-05,1,0,3.5e-05,0.5,0,3.7e-08,1
"162","031501041103","Lawrence Creek-Pumpkinvine Creek",105.71207692,240.4962,0.031038040277,0,0,0,0,0.055,0.99,0,0,0,0,0.0038,0.97,0,0,0,0,0,0,0,0,0,0,0.025,0.62,0,1.9e-05,0.014,1,1,1,0,0,0,0,0,0,1,1,1,0,1.4e-05,0.4,0,4.9e-07,0.26,0,0.00059,0.9,0,0.00067,0.42,0,1.1e-05,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0.019,0,1.3e-05,0.73,0,0.0016,1,0,8.1e-06,0.43,0,0.00033,1
